id,time_stamp,category,action,json
2839,1428579807,prefs_710,result,"{""uid"":""user_1428565404673"",""ranking"":[""11"",""5"",""58"",""17""]}"
2840,1428579808,prefs_710,working,"{""uid"":""user_1428565404673"",""event_queue"":[{""event"":""tab_init"",""config_id"":102,""item"":26,""item_set"":1,""time"":1428565407723},{""event"":""next"",""config_id"":102,""item"":""button"",""item_set"":1,""time"":1428565408129}]}"
2841,1428579808,prefs_710,finish,"{""uid"":""user_1428565404673""}"
2842,1428579808,prefs_710,result,"{""uid"":""user_1428565404673"",""ranking"":[""26"",""57"",""9"",""36""]}"
2928,1428621442,integrated_logging,rendering_message,"{""message_id"":1,""message_title"":""prefs_prod"",""owner"":""/restapi/v1/user/1/""}"
2929,1428621442,prefs_710,initialize,"{""uid"":""1428607042504"",""config"":{""interface"":""H1"",""id"":57,""itemsets"":[[36,17,57],[11,47,18],[20,58,26],[5,30,9]]},""language"":""en-US"",""device"":""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.118 Safari/537.36"",""window_height"":815,""window_width"":1600}"
2930,1428621445,prefs_710,accepting,"{""uid"":""1428607042504""}"
2931,1428621456,integrated_logging,rendering_message,"{""message_id"":1,""message_title"":""prefs_prod"",""owner"":""/restapi/v1/user/1/""}"
2932,1428621457,prefs_710,initialize,"{""uid"":""1428607059089"",""config"":{""interface"":""H3"",""id"":50,""itemsets"":[[5,9,26],[11,17,36],[57,30,58],[18,20,47]]},""language"":""en-US"",""device"":""Mozilla/5.0 (Windows NT 6.2; WOW64; rv:37.0) Gecko/20100101 Firefox/37.0"",""window_height"":785,""window_width"":1600}"
2933,1428621466,prefs_710,accepting,"{""uid"":""1428607059089""}"
2934,1428621480,prefs_710,result,"{""uid"":""1428607042504"",""rating"":[{""id"":""36"",""val"":""5""},{""id"":""17"",""val"":""3""},{""id"":""57"",""val"":""4""}]}"
2935,1428621480,prefs_710,working,"{""uid"":""1428607042504"",""event_queue"":[{""event"":""tab_init"",""config_id"":57,""item"":36,""item_set"":0,""time"":1428607045575},{""event"":""tab_click"",""config_id"":57,""item"":""17"",""item_set"":0,""time"":1428607050876},{""event"":""tab_click"",""config_id"":57,""item"":""57"",""item_set"":0,""time"":1428607052953},{""event"":""tab_click"",""config_id"":57,""item"":""17"",""item_set"":0,""time"":1428607053882},{""event"":""tab_click"",""config_id"":57,""item"":""36"",""item_set"":0,""time"":1428607054467},{""event"":""tab_click"",""config_id"":57,""item"":""17"",""item_set"":0,""time"":1428607055446},{""event"":""tab_click"",""config_id"":57,""item"":""57"",""item_set"":0,""time"":1428607056502},{""event"":""tab_click"",""config_id"":57,""item"":""36"",""item_set"":0,""time"":1428607061599},{""event"":""tab_click"",""config_id"":57,""item"":""17"",""item_set"":0,""time"":1428607068276},{""event"":""tab_click"",""config_id"":57,""item"":""57"",""item_set"":0,""time"":1428607069033},{""event"":""next"",""config_id"":57,""item"":""button"",""item_set"":0,""time"":1428607079861}]}"
2936,1428621500,prefs_710,result,"{""uid"":""1428607042504"",""rating"":[{""id"":""11"",""val"":""5""},{""id"":""47"",""val"":""4""},{""id"":""18"",""val"":""3""}]}"
2937,1428621500,prefs_710,working,"{""uid"":""1428607042504"",""event_queue"":[{""event"":""tab_init"",""config_id"":57,""item"":11,""item_set"":1,""time"":1428607079893},{""event"":""tab_click"",""config_id"":57,""item"":""47"",""item_set"":1,""time"":1428607083890},{""event"":""tab_click"",""config_id"":57,""item"":""18"",""item_set"":1,""time"":1428607086794},{""event"":""tab_click"",""config_id"":57,""item"":""11"",""item_set"":1,""time"":1428607087705},{""event"":""tab_click"",""config_id"":57,""item"":""47"",""item_set"":1,""time"":1428607088904},{""event"":""tab_click"",""config_id"":57,""item"":""18"",""item_set"":1,""time"":1428607089829},{""event"":""tab_click"",""config_id"":57,""item"":""47"",""item_set"":1,""time"":1428607090836},{""event"":""tab_click"",""config_id"":57,""item"":""11"",""item_set"":1,""time"":1428607091420},{""event"":""tab_click"",""config_id"":57,""item"":""47"",""item_set"":1,""time"":1428607092687},{""event"":""tab_click"",""config_id"":57,""item"":""18"",""item_set"":1,""time"":1428607094017},{""event"":""next"",""config_id"":57,""item"":""button"",""item_set"":1,""time"":1428607100246}]}"
2938,1428621513,prefs_710,working,"{""uid"":""1428607042504"",""event_queue"":[{""event"":""tab_init"",""config_id"":57,""item"":20,""item_set"":2,""time"":1428607100277},{""event"":""tab_click"",""config_id"":57,""item"":""58"",""item_set"":2,""time"":1428607101797},{""event"":""tab_click"",""config_id"":57,""item"":""26"",""item_set"":2,""time"":1428607102487},{""event"":""tab_click"",""config_id"":57,""item"":""58"",""item_set"":2,""time"":1428607103413},{""event"":""tab_click"",""config_id"":57,""item"":""26"",""item_set"":2,""time"":1428607104208},{""event"":""tab_click"",""config_id"":57,""item"":""20"",""item_set"":2,""time"":1428607105344},{""event"":""next"",""config_id"":57,""item"":""button"",""item_set"":2,""time"":1428607113129}]}"
2939,1428621513,prefs_710,result,"{""uid"":""1428607042504"",""rating"":[{""id"":""20"",""val"":""3""},{""id"":""58"",""val"":""7""},{""id"":""26"",""val"":""5""}]}"
2940,1428621523,prefs_710,result,"{""uid"":""1428607059089"",""ranking"":[""9"",""26"",""5""]}"
2941,1428621523,prefs_710,working,"{""uid"":""1428607059089"",""event_queue"":[{""event"":""tab_init"",""config_id"":50,""item"":5,""item_set"":0,""time"":1428607068284},{""event"":""tab_click"",""config_id"":50,""item"":""9"",""item_set"":0,""time"":1428607081712},{""event"":""tab_click"",""config_id"":50,""item"":""26"",""item_set"":0,""time"":1428607083020},{""event"":""tab_click"",""config_id"":50,""item"":""9"",""item_set"":0,""time"":1428607087624},{""event"":""tab_click"",""config_id"":50,""item"":""26"",""item_set"":0,""time"":1428607088678},{""event"":""tab_click"",""config_id"":50,""item"":""5"",""item_set"":0,""time"":1428607090096},{""event"":""tab_click"",""config_id"":50,""item"":""9"",""item_set"":0,""time"":1428607093598},{""event"":""tab_click"",""config_id"":50,""item"":""26"",""item_set"":0,""time"":1428607094900},{""event"":""tab_click"",""config_id"":50,""item"":""#order_list"",""item_set"":0,""time"":1428607095348},{""event"":""tab_click"",""config_id"":50,""item"":""26"",""item_set"":0,""time"":1428607102066},{""event"":""tab_click"",""config_id"":50,""item"":""9"",""item_set"":0,""time"":1428607103476},{""event"":""tab_click"",""config_id"":50,""item"":""5"",""item_set"":0,""time"":1428607104374},{""event"":""tab_click"",""config_id"":50,""item"":""#order_list"",""item_set"":0,""time"":1428607106660},{""event"":""tab_click"",""config_id"":50,""item"":""26"",""item_set"":0,""time"":1428607111518},{""event"":""tab_click"",""config_id"":50,""item"":""9"",""item_set"":0,""time"":1428607112356},{""event"":""tab_click"",""config_id"":50,""item"":""5"",""item_set"":0,""time"":1428607114098},{""event"":""tab_click"",""config_id"":50,""item"":""#order_list"",""item_set"":0,""time"":1428607116276},{""event"":""tab_click"",""config_id"":50,""item"":""26"",""item_set"":0,""time"":1428607119034},{""event"":""tab_click"",""config_id"":50,""item"":""5"",""item_set"":0,""time"":1428607120709},{""event"":""tab_click"",""config_id"":50,""item"":""9"",""item_set"":0,""time"":1428607121630},{""event"":""next"",""config_id"":50,""item"":""button"",""item_set"":0,""time"":1428607124496}]}"
2942,1428621527,prefs_710,working,"{""uid"":""1428607042504"",""event_queue"":[{""event"":""tab_init"",""config_id"":57,""item"":5,""item_set"":3,""time"":1428607113163},{""event"":""tab_click"",""config_id"":57,""item"":""30"",""item_set"":3,""time"":1428607116102},{""event"":""tab_click"",""config_id"":57,""item"":""9"",""item_set"":3,""time"":1428607116675},{""event"":""tab_click"",""config_id"":57,""item"":""30"",""item_set"":3,""time"":1428607118955},{""event"":""tab_click"",""config_id"":57,""item"":""5"",""item_set"":3,""time"":1428607119593},{""event"":""tab_click"",""config_id"":57,""item"":""9"",""item_set"":3,""time"":1428607120754},{""event"":""tab_click"",""config_id"":57,""item"":""30"",""item_set"":3,""time"":1428607121288},{""event"":""tab_click"",""config_id"":57,""item"":""5"",""item_set"":3,""time"":1428607121799},{""event"":""next"",""config_id"":57,""item"":""button"",""item_set"":3,""time"":1428607127693}]}"
2943,1428621527,prefs_710,result,"{""uid"":""1428607042504"",""rating"":[{""id"":""5"",""val"":""2""},{""id"":""30"",""val"":""4""},{""id"":""9"",""val"":""6""}]}"
2944,1428621527,prefs_710,finish,"{""uid"":""1428607042504""}"
2946,1428621549,prefs_710,working,"{""uid"":""1428607059089"",""event_queue"":[{""event"":""tab_init"",""config_id"":50,""item"":11,""item_set"":1,""time"":1428607124516},{""event"":""tab_click"",""config_id"":50,""item"":""17"",""item_set"":1,""time"":1428607128836},{""event"":""tab_click"",""config_id"":50,""item"":""36"",""item_set"":1,""time"":1428607129788},{""event"":""tab_click"",""config_id"":50,""item"":""11"",""item_set"":1,""time"":1428607131494},{""event"":""tab_click"",""config_id"":50,""item"":""17"",""item_set"":1,""time"":1428607133082},{""event"":""tab_click"",""config_id"":50,""item"":""36"",""item_set"":1,""time"":1428607134687},{""event"":""tab_click"",""config_id"":50,""item"":""11"",""item_set"":1,""time"":1428607139806},{""event"":""tab_click"",""config_id"":50,""item"":""17"",""item_set"":1,""time"":1428607141489},{""event"":""tab_click"",""config_id"":50,""item"":""36"",""item_set"":1,""time"":1428607142467},{""event"":""tab_click"",""config_id"":50,""item"":""11"",""item_set"":1,""time"":1428607148841},{""event"":""next"",""config_id"":50,""item"":""button"",""item_set"":1,""time"":1428607151352}]}"
2947,1428621549,prefs_710,result,"{""uid"":""1428607059089"",""ranking"":[""17"",""36"",""11""]}"
2948,1428621563,prefs_710,result,"{""uid"":""1428607059089"",""ranking"":[""57"",""30"",""58""]}"
2949,1428621563,prefs_710,working,"{""uid"":""1428607059089"",""event_queue"":[{""event"":""tab_init"",""config_id"":50,""item"":57,""item_set"":2,""time"":1428607151382},{""event"":""tab_click"",""config_id"":50,""item"":""30"",""item_set"":2,""time"":1428607153181},{""event"":""tab_click"",""config_id"":50,""item"":""58"",""item_set"":2,""time"":1428607154156},{""event"":""tab_click"",""config_id"":50,""item"":""30"",""item_set"":2,""time"":1428607156202},{""event"":""tab_click"",""config_id"":50,""item"":""57"",""item_set"":2,""time"":1428607157402},{""event"":""tab_click"",""config_id"":50,""item"":""30"",""item_set"":2,""time"":1428607160400},{""event"":""tab_click"",""config_id"":50,""item"":""58"",""item_set"":2,""time"":1428607161462},{""event"":""next"",""config_id"":50,""item"":""button"",""item_set"":2,""time"":1428607164732}]}"
2950,1428621574,prefs_710,result,"{""uid"":""1428607059089"",""ranking"":[""47"",""20"",""18""]}"
2951,1428621574,prefs_710,working,"{""uid"":""1428607059089"",""event_queue"":[{""event"":""tab_init"",""config_id"":50,""item"":18,""item_set"":3,""time"":1428607164750},{""event"":""tab_click"",""config_id"":50,""item"":""20"",""item_set"":3,""time"":1428607166868},{""event"":""tab_click"",""config_id"":50,""item"":""47"",""item_set"":3,""time"":1428607168001},{""event"":""next"",""config_id"":50,""item"":""button"",""item_set"":3,""time"":1428607175532}]}"
2952,1428621574,prefs_710,finish,"{""uid"":""1428607059089""}"
2954,1428621715,integrated_logging,rendering_message,"{""message_id"":1,""message_title"":""prefs_prod"",""owner"":""/restapi/v1/user/1/""}"
2955,1428621715,prefs_710,initialize,"{""uid"":""1428607315332"",""config"":{""interface"":""H1"",""id"":27,""itemsets"":[[5,30],[20,36],[11,18],[58,47],[17,57],[26,9],[47,58],[30,17],[9,11],[57,36],[5,26],[20,18]]},""language"":""it"",""device"":""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.111 Safari/537.36"",""window_height"":633,""window_width"":1366}"
2956,1428621724,prefs_710,accepting,"{""uid"":""1428607315332""}"
2957,1428621758,prefs_710,working,"{""uid"":""1428607315332"",""event_queue"":[{""event"":""tab_init"",""config_id"":27,""item"":5,""item_set"":0,""time"":1428607321081},{""event"":""tab_click"",""config_id"":27,""item"":""30"",""item_set"":0,""time"":1428607328181},{""event"":""tab_click"",""config_id"":27,""item"":""5"",""item_set"":0,""time"":1428607329500},{""event"":""tab_click"",""config_id"":27,""item"":""30"",""item_set"":0,""time"":1428607348696},{""event"":""tab_click"",""config_id"":27,""item"":""5"",""item_set"":0,""time"":1428607350614},{""event"":""tab_click"",""config_id"":27,""item"":""30"",""item_set"":0,""time"":1428607351599},{""event"":""tab_click"",""config_id"":27,""item"":""#rating_table"",""item_set"":0,""time"":1428607352746},{""event"":""next"",""config_id"":27,""item"":""button"",""item_set"":0,""time"":1428607357602}]}"
2958,1428621758,prefs_710,result,"{""uid"":""1428607315332"",""rating"":[{""id"":""5"",""val"":""3""},{""id"":""30"",""val"":""5""}]}"
2959,1428621767,prefs_710,working,"{""uid"":""1428607315332"",""event_queue"":[{""event"":""tab_init"",""config_id"":27,""item"":20,""item_set"":1,""time"":1428607357618},{""event"":""tab_click"",""config_id"":27,""item"":""36"",""item_set"":1,""time"":1428607360102},{""event"":""tab_click"",""config_id"":27,""item"":""20"",""item_set"":1,""time"":1428607361414},{""event"":""tab_click"",""config_id"":27,""item"":""#rating_table"",""item_set"":1,""time"":1428607362964},{""event"":""next"",""config_id"":27,""item"":""button"",""item_set"":1,""time"":1428607367036}]}"
2960,1428621767,prefs_710,result,"{""uid"":""1428607315332"",""rating"":[{""id"":""20"",""val"":""2""},{""id"":""36"",""val"":""5""}]}"
2961,1428621777,prefs_710,result,"{""uid"":""1428607315332"",""rating"":[{""id"":""11"",""val"":""6""},{""id"":""18"",""val"":""4""}]}"
2962,1428621777,prefs_710,working,"{""uid"":""1428607315332"",""event_queue"":[{""event"":""tab_init"",""config_id"":27,""item"":11,""item_set"":2,""time"":1428607367052},{""event"":""tab_click"",""config_id"":27,""item"":""18"",""item_set"":2,""time"":1428607369666},{""event"":""tab_click"",""config_id"":27,""item"":""11"",""item_set"":2,""time"":1428607371066},{""event"":""tab_click"",""config_id"":27,""item"":""#rating_table"",""item_set"":2,""time"":1428607372328},{""event"":""next"",""config_id"":27,""item"":""button"",""item_set"":2,""time"":1428607376800}]}"
2963,1428621790,prefs_710,working,"{""uid"":""1428607315332"",""event_queue"":[{""event"":""tab_init"",""config_id"":27,""item"":58,""item_set"":3,""time"":1428607376816},{""event"":""tab_click"",""config_id"":27,""item"":""47"",""item_set"":3,""time"":1428607378851},{""event"":""tab_click"",""config_id"":27,""item"":""58"",""item_set"":3,""time"":1428607380216},{""event"":""tab_click"",""config_id"":27,""item"":""#rating_table"",""item_set"":3,""time"":1428607381348},{""event"":""next"",""config_id"":27,""item"":""button"",""item_set"":3,""time"":1428607386618}]}"
2964,1428621795,prefs_710,working,"{""uid"":""1428607315332"",""event_queue"":[{""event"":""tab_init"",""config_id"":27,""item"":17,""item_set"":4,""time"":1428607386630},{""event"":""tab_click"",""config_id"":27,""item"":""57"",""item_set"":4,""time"":1428607388649},{""event"":""tab_click"",""config_id"":27,""item"":""17"",""item_set"":4,""time"":1428607389767},{""event"":""tab_click"",""config_id"":27,""item"":""#rating_table"",""item_set"":4,""time"":1428607390698},{""event"":""next"",""config_id"":27,""item"":""button"",""item_set"":4,""time"":1428607394501}]}"
2965,1428621795,prefs_710,result,"{""uid"":""1428607315332"",""rating"":[{""id"":""17"",""val"":""2""},{""id"":""57"",""val"":""5""}]}"
2966,1428621796,prefs_710,result,"{""uid"":""1428607315332"",""rating"":[{""id"":""58"",""val"":""3""},{""id"":""47"",""val"":""4""}]}"
2967,1428621802,prefs_710,working,"{""uid"":""1428607315332"",""event_queue"":[{""event"":""tab_init"",""config_id"":27,""item"":26,""item_set"":5,""time"":1428607394523},{""event"":""tab_click"",""config_id"":27,""item"":""9"",""item_set"":5,""time"":1428607396268},{""event"":""next"",""config_id"":27,""item"":""button"",""item_set"":5,""time"":1428607402266}]}"
2968,1428621802,prefs_710,result,"{""uid"":""1428607315332"",""rating"":[{""id"":""26"",""val"":""2""},{""id"":""9"",""val"":""6""}]}"
2969,1428621809,prefs_710,working,"{""uid"":""1428607315332"",""event_queue"":[{""event"":""tab_init"",""config_id"":27,""item"":47,""item_set"":6,""time"":1428607402282},{""event"":""tab_click"",""config_id"":27,""item"":""58"",""item_set"":6,""time"":1428607403914},{""event"":""next"",""config_id"":27,""item"":""button"",""item_set"":6,""time"":1428607408115}]}"
2970,1428621809,prefs_710,result,"{""uid"":""1428607315332"",""rating"":[{""id"":""47"",""val"":""2""},{""id"":""58"",""val"":""3""}]}"
2971,1428621814,prefs_710,result,"{""uid"":""1428607315332"",""rating"":[{""id"":""30"",""val"":""3""},{""id"":""17"",""val"":""2""}]}"
2972,1428621814,prefs_710,working,"{""uid"":""1428607315332"",""event_queue"":[{""event"":""tab_init"",""config_id"":27,""item"":30,""item_set"":7,""time"":1428607408127},{""event"":""tab_click"",""config_id"":27,""item"":""17"",""item_set"":7,""time"":1428607409480},{""event"":""tab_click"",""config_id"":27,""item"":""#rating_table"",""item_set"":7,""time"":1428607410781},{""event"":""next"",""config_id"":27,""item"":""button"",""item_set"":7,""time"":1428607414317}]}"
2973,1428621821,prefs_710,working,"{""uid"":""1428607315332"",""event_queue"":[{""event"":""tab_init"",""config_id"":27,""item"":9,""item_set"":8,""time"":1428607414329},{""event"":""tab_click"",""config_id"":27,""item"":""11"",""item_set"":8,""time"":1428607415701},{""event"":""next"",""config_id"":27,""item"":""button"",""item_set"":8,""time"":1428607420465}]}"
2974,1428621821,prefs_710,result,"{""uid"":""1428607315332"",""rating"":[{""id"":""9"",""val"":""6""},{""id"":""11"",""val"":""4""}]}"
2975,1428621833,prefs_710,working,"{""uid"":""1428607315332"",""event_queue"":[{""event"":""tab_init"",""config_id"":27,""item"":57,""item_set"":9,""time"":1428607420477},{""event"":""tab_click"",""config_id"":27,""item"":""36"",""item_set"":9,""time"":1428607422249},{""event"":""tab_click"",""config_id"":27,""item"":""#rating_table"",""item_set"":9,""time"":1428607423177},{""event"":""tab_click"",""config_id"":27,""item"":""57"",""item_set"":9,""time"":1428607427860},{""event"":""tab_click"",""config_id"":27,""item"":""36"",""item_set"":9,""time"":1428607428849},{""event"":""tab_click"",""config_id"":27,""item"":""#rating_table"",""item_set"":9,""time"":1428607430400},{""event"":""next"",""config_id"":27,""item"":""button"",""item_set"":9,""time"":1428607432599}]}"
2976,1428621834,prefs_710,result,"{""uid"":""1428607315332"",""rating"":[{""id"":""57"",""val"":""4""},{""id"":""36"",""val"":""5""}]}"
2977,1428621839,prefs_710,working,"{""uid"":""1428607315332"",""event_queue"":[{""event"":""tab_init"",""config_id"":27,""item"":5,""item_set"":10,""time"":1428607432611},{""event"":""tab_click"",""config_id"":27,""item"":""26"",""item_set"":10,""time"":1428607434381},{""event"":""next"",""config_id"":27,""item"":""button"",""item_set"":10,""time"":1428607439016}]}"
2978,1428621839,prefs_710,result,"{""uid"":""1428607315332"",""rating"":[{""id"":""5"",""val"":""2""},{""id"":""26"",""val"":""3""}]}"
2979,1428621846,prefs_710,working,"{""uid"":""1428607315332"",""event_queue"":[{""event"":""tab_init"",""config_id"":27,""item"":20,""item_set"":11,""time"":1428607439032},{""event"":""tab_click"",""config_id"":27,""item"":""18"",""item_set"":11,""time"":1428607440728},{""event"":""next"",""config_id"":27,""item"":""button"",""item_set"":11,""time"":1428607445528}]}"
2980,1428621846,prefs_710,result,"{""uid"":""1428607315332"",""rating"":[{""id"":""20"",""val"":""1""},{""id"":""18"",""val"":""3""}]}"
2981,1428621846,prefs_710,finish,"{""uid"":""1428607315332""}"
2983,1428621850,integrated_logging,rendering_message,"{""message_id"":1,""message_title"":""prefs_prod"",""owner"":""/restapi/v1/user/1/""}"
2984,1428621851,prefs_710,initialize,"{""uid"":""1428607449366"",""config"":{""interface"":""H3"",""id"":88,""itemsets"":[[20,30,36],[57,17,47],[58,11,5],[18,26,9]]},""language"":""en-US"",""device"":""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.118 Safari/537.36"",""window_height"":917,""window_width"":1680}"
2985,1428621858,prefs_710,accepting,"{""uid"":""1428607449366""}"
2986,1428621886,prefs_710,result,"{""uid"":""1428607449366"",""ranking"":[""36"",""30"",""20""]}"
2987,1428621886,prefs_710,working,"{""uid"":""1428607449366"",""event_queue"":[{""event"":""tab_init"",""config_id"":88,""item"":20,""item_set"":0,""time"":1428607456963},{""event"":""tab_click"",""config_id"":88,""item"":""30"",""item_set"":0,""time"":1428607465735},{""event"":""tab_click"",""config_id"":88,""item"":""36"",""item_set"":0,""time"":1428607467016},{""event"":""tab_click"",""config_id"":88,""item"":""20"",""item_set"":0,""time"":1428607471091},{""event"":""tab_click"",""config_id"":88,""item"":""30"",""item_set"":0,""time"":1428607473480},{""event"":""tab_click"",""config_id"":88,""item"":""36"",""item_set"":0,""time"":1428607474585},{""event"":""next"",""config_id"":88,""item"":""button"",""item_set"":0,""time"":1428607484542}]}"
2988,1428621900,prefs_710,result,"{""uid"":""1428607449366"",""ranking"":[""17"",""57"",""47""]}"
2989,1428621900,prefs_710,working,"{""uid"":""1428607449366"",""event_queue"":[{""event"":""tab_init"",""config_id"":88,""item"":57,""item_set"":1,""time"":1428607484575},{""event"":""tab_click"",""config_id"":88,""item"":""17"",""item_set"":1,""time"":1428607486275},{""event"":""tab_click"",""config_id"":88,""item"":""47"",""item_set"":1,""time"":1428607487115},{""event"":""tab_click"",""config_id"":88,""item"":""17"",""item_set"":1,""time"":1428607488213},{""event"":""tab_click"",""config_id"":88,""item"":""57"",""item_set"":1,""time"":1428607488929},{""event"":""tab_click"",""config_id"":88,""item"":""17"",""item_set"":1,""time"":1428607489729},{""event"":""tab_click"",""config_id"":88,""item"":""47"",""item_set"":1,""time"":1428607495505},{""event"":""tab_click"",""config_id"":88,""item"":""17"",""item_set"":1,""time"":1428607496593},{""event"":""next"",""config_id"":88,""item"":""button"",""item_set"":1,""time"":1428607498813}]}"
2990,1428621912,prefs_710,result,"{""uid"":""1428607449366"",""ranking"":[""58"",""5"",""11""]}"
